,,,"Vancouver, City [Census subdivision], British Columbia",,,,,,"Canada [Country]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Knowledge of languages","        Cayuga",,       0,,       0,,       0,,     125,,      40,,      85,
"Knowledge of languages","        Mohawk",,       0,,      10,,       0,,    2415,,    1120,,    1295,
"Knowledge of languages","        Oneida",,       0,,       0,,       0,,     180,,      60,,     125,
"Knowledge of languages","        Iroquoian languages; n.i.e.",,       0,,       0,,       0,,     115,,      45,,      75,
"Knowledge of languages","      Kutenai",,       0,,       0,,       0,,     175,,      95,,      80,
"Knowledge of languages","      Michif",,      30,,      15,,      10,,    1210,,     585,,     625,
"Knowledge of languages","      Salish languages",,      95,,      30,,      65,,    5750,,    2730,,    3015,
"Knowledge of languages","        Comox",,       0,,       0,,       0,,     185,,      75,,     110,
"Knowledge of languages","        Halkomelem",,      20,,       0,,      15,,    1060,,     475,,     585,
"Knowledge of languages","        Lillooet",,      15,,      10,,       0,,     790,,     405,,     385,
"Knowledge of languages","        Okanagan",,       0,,       0,,       0,,     820,,     370,,     450,
"Knowledge of languages","        Shuswap (Secwepemctsin)",,       0,,       0,,      10,,    1305,,     640,,     665,
"Knowledge of languages","        Squamish",,      15,,      10,,      10,,     285,,     125,,     155,
"Knowledge of languages","        Straits",,       0,,       0,,       0,,     360,,     160,,     200,
"Knowledge of languages","        Thompson (Ntlakapamux)",,      10,,       0,,      10,,     450,,     220,,     235,
"Knowledge of languages","        Salish languages; n.i.e.",,      35,,      10,,      25,,     565,,     295,,     270,
"Knowledge of languages","      Siouan languages",,      15,,       0,,      10,,    5430,,    2665,,    2770,
"Knowledge of languages","        Dakota",,      10,,       0,,      10,,    1760,,     870,,     890,
"Knowledge of languages","        Stoney",,       0,,       0,,       0,,    3675,,    1805,,    1875,
"Knowledge of languages","        Siouan languages; n.i.e.",,      10,,       0,,       0,,     140,,      70,,      70,
"Knowledge of languages","      Tlingit",,       0,,       0,,       0,,     260,,     140,,     120,
"Knowledge of languages","      Tsimshian languages",,      80,,      40,,      35,,    2730,,    1350,,    1380,
"Knowledge of languages","        Gitxsan (Gitksan)",,      20,,       0,,      20,,    1305,,     645,,     660,
"Knowledge of languages","        Nisga'a",,      20,,      20,,       0,,    1060,,     545,,     515,
"Knowledge of languages","        Tsimshian",,      35,,      20,,      15,,     410,,     180,,     235,
"Knowledge of languages","      Wakashan languages",,      55,,      20,,      35,,    1490,,     680,,     805,
"Knowledge of languages","        Haisla",,      25,,       0,,      20,,     175,,      65,,     110,
"Knowledge of languages","        Heiltsuk",,      15,,      10,,      10,,     125,,      50,,      75,
"Knowledge of languages","        Kwakiutl (Kwak'wala)",,      15,,      20,,       0,,     605,,     285,,     320,
"Knowledge of languages","        Nuu-chah-nulth (Nootka)",,       0,,       0,,      10,,     565,,     265,,     300,
"Knowledge of languages","        Wakashan languages; n.i.e.",,       0,,       0,,       0,,      30,,      20,,      10,
"Knowledge of languages","      Aboriginal languages; n.o.s.",,      20,,      15,,      10,,     665,,     310,,     360,
"Knowledge of languages","    Non-Aboriginal languages",,  333340,,  154080,,  179260,, 9107075,, 4361420,, 4745660,
"Knowledge of languages","      Afro-Asiatic languages",,    7165,,    3840,,    3330,,  837355,,  432560,,  404795,
"Knowledge of languages","        Berber languages",,      65,,      45,,      25,,   29460,,   15745,,   13715,
"Knowledge of languages","          Kabyle",,      10,,      10,,       0,,   17120,,    9100,,    8015,
"Knowledge of languages","          Berber languages; n.i.e.",,      60,,      40,,      20,,   12505,,    6735,,    5775,
"Knowledge of languages","        Cushitic languages",,     355,,     180,,     180,,   57125,,   26870,,   30250,
"Knowledge of languages","          Bilen",,       0,,       0,,       0,,    1085,,     625,,     470,
"Knowledge of languages","          Oromo",,     120,,      75,,      45,,    6245,,    3070,,    3175,
"Knowledge of languages","          Somali",,     235,,     105,,     130,,   49665,,   23070,,   26590,
"Knowledge of languages","          Cushitic languages; n.i.e.",,       0,,       0,,       0,,     480,,     220,,     265,
"Knowledge of languages","        Semitic languages",,    6825,,    3675,,    3155,,  771130,,  400780,,  370350,
"Knowledge of languages","          Amharic",,     410,,     225,,     190,,   33670,,   16675,,   16995,
"Knowledge of languages","          Arabic",,    3755,,    2140,,    1615,,  629055,,  329235,,  299820,
"Knowledge of languages","          Assyrian Neo-Aramaic",,     135,,      65,,      75,,   19745,,    9720,,   10020,
"Knowledge of languages","          Chaldean Neo-Aramaic",,      10,,       0,,      10,,    7115,,    3505,,    3610,
"Knowledge of languages","          Harari",,      15,,      15,,       0,,    1710,,     855,,     860,
"Knowledge of languages","          Hebrew",,    2470,,    1220,,    1255,,   75020,,   38730,,   36290,
"Knowledge of languages","          Maltese",,      30,,      20,,       0,,    7625,,    3760,,    3870,
"Knowledge of languages","          Tigrigna",,     170,,      85,,      85,,   21340,,   10640,,   10705,
"Knowledge of languages","          Semitic languages; n.i.e.",,       0,,       0,,       0,,    3220,,    1655,,    1565,
"Knowledge of languages","        Afro-Asiatic languages; n.i.e.",,      15,,       0,,      10,,    2775,,    1440,,    1335,
"Knowledge of languages","      Austro-Asiatic languages",,   13740,,    6535,,    7200,,  224865,,  105845,,  119020,
"Knowledge of languages","        Khmer (Cambodian)",,     335,,     120,,     220,,   27035,,   12640,,   14400,
"Knowledge of languages","        Vietnamese",,   13400,,    6400,,    7000,,  198895,,   93735,,  105155,
"Knowledge of languages","        Austro-Asiatic languages; n.i.e.",,      60,,      30,,      25,,     190,,      70,,     120,
"Knowledge of languages","      Austronesian languages",,   31410,,   12660,,   18750,,  656200,,  273075,,  383125,
"Knowledge of languages","        Bikol",,     125,,      45,,      75,,    2075,,     885,,    1190,
"Knowledge of languages","        Cebuano",,    1065,,     395,,     665,,   27045,,   10960,,   16085,
"Knowledge of languages","        Fijian",,     110,,      70,,      40,,    1660,,     955,,     705,
"Knowledge of languages","        Hiligaynon",,     350,,     130,,     220,,    7925,,    3200,,    4720,
"Knowledge of languages","        Ilocano",,    2185,,     870,,    1315,,   34530,,   13805,,   20730,
"Knowledge of languages","        Malagasy",,      10,,       0,,      10,,    2335,,    1120,,    1220,
"Knowledge of languages","        Malay",,    1630,,     800,,     830,,   22470,,   10370,,   12100,
"Knowledge of languages","        Pampangan (Kapampangan; Pampango)",,     240,,     105,,     135,,    5425,,    2445,,    2980,
"Knowledge of languages","        Pangasinan",,     160,,      60,,     100,,    1800,,     790,,    1015,
"Knowledge of languages","        Tagalog (Pilipino; Filipino)",,   28690,,   11305,,   17385,,  612735,,  253210,,  359530,
"Knowledge of languages","        Waray-Waray",,      80,,      35,,      50,,    1395,,     530,,     860,
"Knowledge of languages","        Austronesian languages; n.i.e.",,     380,,     205,,     175,,    5585,,    2540,,    3040,
"Knowledge of languages","      Creole languages",,     300,,     160,,     140,,  155615,,   70545,,   85070,
"Knowledge of languages","        Haitian Creole",,      15,,       0,,      10,,    6850,,    3140,,    3710,
"Knowledge of languages","        Creole; n.o.s.",,     145,,      70,,      75,,  133045,,   59890,,   73160,
"Knowledge of languages","        Creole languages; n.i.e.",,     145,,      85,,      60,,   16635,,    7955,,    8675,
"Knowledge of languages","      Dravidian languages",,    2640,,    1515,,    1120,,  250180,,  126220,,  123960,
"Knowledge of languages","        Kannada",,     110,,      55,,      60,,    8245,,    4180,,    4065,
"Knowledge of languages","        Malayalam",,     535,,     300,,     235,,   37810,,   19410,,   18400,
"Knowledge of languages","        Tamil",,    1650,,     895,,     750,,  189860,,   94640,,   95220,
"Knowledge of languages","        Telugu",,     435,,     315,,     125,,   23160,,   12770,,   10390,
"Knowledge of languages","        Dravidian languages; n.i.e.",,      10,,      10,,       0,,     790,,     385,,     405,
"Knowledge of languages","      Hmong-Mien languages",,      25,,       0,,      15,,     870,,     435,,     435,
"Knowledge of languages","      Indo-European languages",,  111405,,   54185,,   57225,, 5158010,, 2506455,, 2651555,
"Knowledge of languages","        Albanian",,      90,,      45,,      40,,   31930,,   16140,,   15790,
"Knowledge of languages","        Armenian",,     440,,     220,,     215,,   41295,,   19980,,   21315,
"Knowledge of languages","        Balto-Slavic languages",,   17000,,    7695,,    9300,,  817315,,  384960,,  432350,
"Knowledge of languages","          Baltic languages",,     325,,     160,,     165,,   14675,,    6470,,    8205,
"Knowledge of languages","            Latvian",,     170,,     105,,      70,,    6500,,    2960,,    3540,
"Knowledge of languages","            Lithuanian",,     155,,      60,,      90,,    8185,,    3510,,    4675,
"Knowledge of languages","          Slavic languages",,   16800,,    7600,,    9205,,  805915,,  379965,,  425945,
"Knowledge of languages","            Belarusan",,      80,,      30,,      50,,    2265,,    1070,,    1195,
"Knowledge of languages","            Bosnian",,     425,,     185,,     240,,   18265,,    9055,,    9215,
"Knowledge of languages","            Bulgarian",,     545,,     210,,     335,,   22425,,   10920,,   11505,
"Knowledge of languages","            Croatian",,    1820,,     835,,     990,,   69840,,   34515,,   35325,
"Knowledge of languages","            Czech",,    1305,,     610,,     690,,   28720,,   13675,,   15050,
"Knowledge of languages","            Macedonian",,     130,,      70,,      55,,   23075,,   11190,,   11880,
"Knowledge of languages","            Polish",,    3035,,    1360,,    1680,,  214965,,   99365,,  115600,
"Knowledge of languages","            Russian",,    6100,,    2735,,    3360,,  269645,,  127055,,  142595,
"Knowledge of languages","            Serbian",,    2575,,    1215,,    1355,,   73775,,   37040,,   36740,
"Knowledge of languages","            Serbo-Croatian",,     610,,     255,,     355,,   11275,,    5525,,    5750,
"Knowledge of languages","            Slovak",,     805,,     390,,     410,,   21470,,   10215,,   11255,
"Knowledge of languages","            Slovene (Slovenian)",,     195,,      80,,     115,,   11495,,    5205,,    6290,
"Knowledge of languages","            Ukrainian",,    1290,,     530,,     755,,  132115,,   58820,,   73300,
"Knowledge of languages","            Slavic languages; n.i.e.",,      90,,      45,,      40,,    3000,,    1590,,    1405,
"Knowledge of languages","        Celtic languages",,     715,,     400,,     315,,    9165,,    4705,,    4455,
"Knowledge of languages","          Scottish Gaelic",,     140,,      85,,      50,,    3980,,    2010,,    1975,
"Knowledge of languages","          Welsh",,      35,,      20,,      20,,    1690,,     830,,     860,
